date,suburb,tmax,tmin,daily_temp_range,night_start_time,night_min_time,night_start_temp,night_min_temp,night_hours_to_min,night_total_hours,night_cooling_rate,hot_day,cooling_failure,cooling_risk_category,dewpoint_mean,humidity_mean,wind_speed_mean,air_pressure_mean,precipitation_total,distance_to_coast_km,distance_to_water_km,is_coastal,inland_category,tree_canopy_percent,tree_canopy_area_m2,suburb_area_inside_gsr_m2,cadastred_suburb_area_m2,sa2_name,population_2020,population_density_people_per_km2,area_km2,population_density_source_note,built_up_area_m2,sa2_area_m2,built_up_area_percent,built_up_density_source_note,sa2_names_used_for_built_up,month,is_summer
2020-01-11,Bankstown,26.551056,18.638275,7.912780999999999,2020-01-11 18:00:00,2020-01-12 05:00:00,21.184662,18.811768,11.0,11.0,0.21571763636363625,0,0,Moderate risk,15.576990729166667,71.52890558333333,5.20439705,1003.6426291666667,1.0118484743,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-12,Bankstown,20.488678,18.745636,1.743041999999999,2020-01-12 18:00:00,2020-01-13 05:00:00,19.718231,17.584625,11.0,11.0,0.19396418181818184,0,1,High risk,14.720879916666666,73.831736875,4.071098966666667,1010.2844799999999,2.1572113010000002,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-13,Bankstown,24.536285,17.493317,7.042967999999998,2020-01-13 18:00:00,2020-01-14 05:00:00,23.897003,18.10086,11.0,11.0,0.5269220909090909,0,0,Low risk,15.619402583333333,72.14150866666667,2.6384690375,1010.6965629166666,2.0890235809999997,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-14,Bankstown,26.061768,18.10086,7.960908,2020-01-14 18:00:00,2020-01-15 05:00:00,24.737823,18.373749,11.0,11.0,0.5785521818181817,0,0,Low risk,17.50682575,75.91615841666668,2.330047951666667,1008.8375041666667,1.43146514506,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-15,Bankstown,27.238617,18.271942,8.966675000000002,2020-01-15 18:00:00,2020-01-16 05:00:00,25.345978,21.54892,11.0,11.0,0.3451870909090909,0,0,Moderate risk,18.014620541666666,75.74516529166667,2.2812696754166666,1004.36602875,0.00667572022,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-16,Bankstown,26.019989,20.915924,5.1040649999999985,2020-01-16 18:00:00,2020-01-17 05:00:00,24.805542,20.806702,11.0,11.0,0.3635309090909089,0,0,Moderate risk,20.009452833333334,84.92280229166667,2.0404658491666665,999.3941904166667,13.7467384894,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-17,Bankstown,22.116943,20.616547,1.5003959999999985,2020-01-17 18:00:00,2020-01-18 05:00:00,22.116943,20.840881,11.0,11.0,0.11600563636363632,0,1,High risk,18.65520225,85.34583791666667,5.1353680875,1001.0903654166667,6.076812768,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-18,Bankstown,22.749115,19.984467,2.764648000000001,2020-01-18 18:00:00,2020-01-19 05:00:00,22.13388,19.746307,11.0,11.0,0.2170520909090909,0,0,Moderate risk,18.251211666666666,82.024070125,4.5314389791666665,1001.4501595833334,3.5243034536,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-19,Bankstown,23.222809,19.740875,3.4819340000000025,2020-01-19 18:00:00,2020-01-20 05:00:00,23.038605,20.368134,11.0,11.0,0.24277009090909082,0,0,Moderate risk,19.349628499999998,88.35193887499999,1.90946454875,999.343125,11.7039680394,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-20,Bankstown,27.21701,20.17163,7.045379999999998,2020-01-20 18:00:00,2020-01-21 05:00:00,26.31018,18.088287,11.0,11.0,0.747444818181818,0,0,Low risk,20.026987666666667,81.729026375,1.7520549979166666,994.8367566666667,14.4820214478,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-21,Bankstown,29.484894,18.088287,11.396607,2020-01-21 18:00:00,2020-01-22 05:00:00,25.594727,19.770172,11.0,11.0,0.529505,0,0,Low risk,16.0601285,66.37333037500001,2.4474098975,998.85687875,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-22,Bankstown,29.742554,19.770172,9.972382,2020-01-22 18:00:00,2020-01-23 05:00:00,28.268585,20.48111,11.0,11.0,0.7079522727272728,0,0,Low risk,19.701922166666666,74.47679208333334,2.82656347875,1000.9000608333334,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-23,Bankstown,39.4487,20.48111,18.96759,2020-01-23 18:00:00,2020-01-24 05:00:00,35.62564,24.156525,11.0,11.0,1.042646818181818,1,0,Low risk,15.954140958333333,47.96968366666667,3.825747943333333,993.9331258333333,0.0071525574,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-24,Bankstown,28.89804,22.923096,5.974944000000001,2020-01-24 18:00:00,2020-01-25 05:00:00,25.75998,23.270782,11.0,11.0,0.22629072727272712,0,0,Moderate risk,18.96001683333333,69.801033125,3.182135533333333,1000.93820625,0.2679824758,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-25,Bankstown,27.563263,23.025757,4.5375060000000005,2020-01-25 18:00:00,2020-01-26 05:00:00,26.42337,23.771576,11.0,11.0,0.2410721818181817,0,0,Moderate risk,21.0644645,78.65850466666667,2.910520066666667,1005.3217370833332,1.1887550269,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-26,Bankstown,33.421722,23.771576,9.650146000000003,2020-01-26 18:00:00,2020-01-27 05:00:00,30.858673,23.090515,11.0,11.0,0.7061961818181818,1,0,Low risk,22.243616791666668,73.83030408333333,2.1067181041666667,1002.8648379166666,1.2626647989,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-27,Bankstown,28.322784,22.959747,5.3630369999999985,2020-01-27 18:00:00,2020-01-28 05:00:00,27.298615,23.257477,11.0,11.0,0.3673761818181818,0,0,Moderate risk,21.096832333333335,77.34842375000001,3.7574374458333337,1005.0159070833333,0.14925002768,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-28,Bankstown,29.773926,23.257477,6.516448999999998,2020-01-28 18:00:00,2020-01-29 05:00:00,26.399994,22.91513,11.0,11.0,0.316805818181818,0,0,Moderate risk,22.021485583333334,80.34216883333333,2.689417154166667,1003.8756775,0.92077252756,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-29,Bankstown,26.393707,22.316315,4.077392,2020-01-29 18:00:00,2020-01-30 05:00:00,25.057404,19.226532,11.0,11.0,0.5300792727272726,0,0,Low risk,19.492867916666665,75.41943891666666,3.67441425,1007.9896458333333,0.32186508108,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-30,Bankstown,28.397522,19.226532,9.17099,2020-01-30 18:00:00,2020-01-31 04:00:00,27.137665,22.467804,10.0,11.0,0.46698609999999974,0,0,Low risk,18.986077666666667,75.20813520833333,2.51138632375,1007.9346375,0.00190734862,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-01-31,Bankstown,32.300873,22.467804,9.833069000000002,2020-01-31 18:00:00,2020-02-01 05:00:00,30.285492,23.858551,11.0,11.0,0.5842673636363639,1,0,Low risk,22.009286125,77.015953,2.90590542625,1005.3727574999999,0.00047683716,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,1,1
2020-02-01,Bankstown,38.432465,23.76529,14.667175,2020-02-01 18:00:00,2020-02-02 05:00:00,33.92807,26.193115,11.0,11.0,0.7031777272727272,1,0,Low risk,21.708386791666666,64.248756625,3.2048177166666663,1000.7864408333334,0.0,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
2020-02-02,Bankstown,29.356262,22.011322,7.344940000000001,2020-02-02 18:00:00,2020-02-02 23:00:00,23.304718,22.011322,5.0,11.0,0.2586792000000003,0,0,Moderate risk,20.989874458333333,75.68735208333334,3.5025821791666663,998.6182195833334,13.412952321799999,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
2020-02-03,Bankstown,31.518097,19.613708,11.904389000000002,2020-02-03 18:00:00,2020-02-04 05:00:00,23.837433,17.751373,11.0,11.0,0.5532781818181818,1,0,Low risk,18.56901183333333,75.35881216666667,3.8164470625,999.2382170833333,1.904487607,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
2020-02-04,Bankstown,22.040436,17.720825,4.319610999999998,2020-02-04 18:00:00,2020-02-05 05:00:00,21.506683,17.237396,11.0,11.0,0.3881169999999999,0,0,Low risk,11.230553958333333,56.600980541666665,4.631442570833333,1011.7916991666666,0.9646415752999999,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
2020-02-05,Bankstown,24.534546,17.18509,7.349456,2020-02-05 18:00:00,2020-02-06 05:00:00,23.688293,20.604767,11.0,11.0,0.2803205454545457,0,0,Moderate risk,14.951477020833332,67.90347591666666,2.92987375,1011.98645,0.36907195996,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
2020-02-06,Bankstown,23.00644,20.49527,2.51117,2020-02-06 18:00:00,2020-02-07 05:00:00,21.710907,20.408478,11.0,11.0,0.11840263636363636,0,1,High risk,18.123349583333333,80.810563375,2.574065816666667,1013.3759229166667,4.634857152,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
2020-02-07,Bankstown,21.493866,20.408478,1.0853880000000018,2020-02-07 18:00:00,2020-02-08 02:00:00,20.832977,20.419037,8.0,11.0,0.051742500000000025,0,1,Extreme risk,19.197365,90.35706958333333,4.3989563,1012.40011125,27.153969065000002,18.0,5.0,0,middle_inland,12.4235,803440,6466985.5429,6467090.0,Bankstown - North,17736.0,6471.6,2.7,"ABS Regional Population 2019-20, SA2 proxy; corrected to Bankstown - North",3989418.6711956887,3989418.671195688,100.00000000000004,"Digital Atlas Built Up Areas / Bing Building Footprints October 2020; intersected with ABS SA2 2021 GDA2020 point-selected proxy boundaries. This represents clustered built-up development area, not literal building footprint coverage.",Bankstown - North,2,1
